chr5,170199045,170199689,46edd455-d3c7-451b-a0f2-6ac506e4fa80,55,+
chr1,78866413,78872188,b27b94ba-2e88-4ada-8333-dcc78c534220,60,+
chr4,85658630,85677830,dd4b9953-f6b6-40b0-aaf0-3b53a9c579d4,60,+
chr7,88106815,88143056,18b815c0-e82e-4c38-84fc-ae33636f47fc,60,-
chr5,32929210,32930402,debf3ca0-a686-4726-8555-ab2e2c0ca1dd,60,-
chr7,122071053,122099845,e069a46b-2478-4bca-b3e6-2c3de0958f13,60,+
chr18,18519253,18520328,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,1,-
chr18,18513999,18517142,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,34,+
chr18,18515530,18518021,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,0,+
chr9,66832949,66834074,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,0,+
chr18,18512815,18514243,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,0,+
chr14,19010501,19012605,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,0,-
chr18,18510930,18511537,2b6e7f71-31f8-4d1a-8d2e-e60d615b6eca,0,+
chr3,15135306,15139149,03b25af8-7626-4e96-ac9e-b1bb2af92c15,60,+
chr10,18728113,18730276,b0c5d676-3e84-4d33-836e-12713e2cf82d,60,-
chr1,156939496,156941777,5f69536f-258b-4773-9139-2c132ef83894,60,+
chr10,42364066,42374718,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,1,+
chr10,42362418,42372930,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,0,+
chr10,42357723,42368291,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,0,+
chr10,42371875,42382478,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,0,+
chr10,42369952,42380640,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,0,+
chr10,42356239,42367301,1d2ba1d9-981a-4540-a7a8-ed16ab89647a,0,+
chr7,51442416,51469339,713e5142-e877-4c8c-9846-7210dc82d097,60,+
chrX,40582858,40648409,a00fadb1-170e-4917-a5db-990c1f64b953,60,+
chr3,104614747,104620204,27fcf793-4093-4948-b904-b0807aa65238,60,-
chr10,78537120,78590620,f25b9c24-60c4-4401-b24b-e028d1da4f3e,60,+
chr10,58582665,58592919,9185b847-89e4-4103-9cf5-13c1e422b908,60,-
chr7,158411697,158434505,f751f440-0638-4790-acc5-6155f06b2059,60,-
chr12,17813838,17815937,205a6044-198e-4460-b0f5-af542f237f76,60,+
chr17,67258828,67262774,a0b06ab7-288b-4205-b562-583d7a2c8784,60,+
chr2,64800866,64807017,c62932c7-d21b-49c1-a2ae-d0b426906aec,60,+
chr3,7136802,7157553,15400e43-2079-448d-a987-078f2de43d8c,60,-
chr7,72117722,72120383,f5c53ec6-4c22-4460-b460-04754e56cd62,35,-
chr16,46399266,46405423,56aabbc6-a327-4a91-bb82-b11e192a2734,47,-
chr16,46393452,46399092,56aabbc6-a327-4a91-bb82-b11e192a2734,0,-
chr14,50334915,50335996,9c2ecc9d-88e0-424b-b0a3-7f11e1c94060,60,-
chr5,106113396,106119030,b33906d9-8a90-432e-b241-a616c2256f91,60,-
chr8,43096768,43097092,0d719d44-aae4-45ae-bd99-1dc05d0afad9,1,-
chr8,43092785,43093111,0d719d44-aae4-45ae-bd99-1dc05d0afad9,0,+
chr8,43094706,43095031,0d719d44-aae4-45ae-bd99-1dc05d0afad9,0,-
chr8,43094958,43095276,0d719d44-aae4-45ae-bd99-1dc05d0afad9,0,-
chr8,43096893,43097215,0d719d44-aae4-45ae-bd99-1dc05d0afad9,0,-
chr8,43092745,43093027,0d719d44-aae4-45ae-bd99-1dc05d0afad9,0,+
chr16,46423112,46429759,12eca33f-dcba-417d-a33b-9881d1f77170,60,-
chr17,57127209,57132966,3f8f0789-c487-441c-a0df-6c9b165c5706,60,-
chr21,10006707,10013967,7197d29a-822c-45ac-8f35-97fe69605729,60,+
chr1,143505774,143513035,7197d29a-822c-45ac-8f35-97fe69605729,0,+
chr12,65381597,65386732,beb5aedd-4e39-41ba-b0e8-6e39960f235f,60,-
chr4,142790784,142795948,4d393ada-badb-428e-aee8-339e55dad20d,60,+
chr4,36247238,36267641,fd567b5b-791b-4955-b9e3-36754759a143,60,-
chr1,236407893,236426925,75bd5f29-3f18-4535-8f36-6da30baeb90a,60,+
chr5,90798435,90846826,c9ad8c5a-9ff8-48c7-b4ca-4233b27f792a,60,-
chr10,29226973,29231233,37cde45a-a703-447c-b104-9219bf6000a0,60,-
chr7,28855995,28924245,9e2c915d-b7ca-47c4-bec6-bf80060a2a98,60,+
chr4,35059853,35064428,d6ef7c57-05e3-4dc5-bc04-831c581f6946,60,-
chr12,98404995,98411372,8fc0b067-058a-4256-aa2a-0fafa7ba5881,60,-
chr1,225884291,225949393,e11b6241-f07f-42fc-9bec-32e1a181e2c5,60,+
chr1,227231638,227270055,268a9390-315d-4af0-a9e1-36869e843399,60,-
chr5,64586253,64616499,6359deb0-dcaf-4e78-a22e-66abc9ac3ceb,60,-
chr12,109579055,109633294,2658ab73-1c6b-409e-bbb2-2041c6bef308,60,+
chr14,19387785,19392747,34009f9f-f1d6-4b91-84d2-9bf5ba08be8f,25,+
chr22,16434646,16439606,34009f9f-f1d6-4b91-84d2-9bf5ba08be8f,0,-
chr14,20166926,20171888,34009f9f-f1d6-4b91-84d2-9bf5ba08be8f,0,-
chr8,63455623,63459929,da222eab-2254-4a31-aca7-4c27889dbbd3,60,+
chr1,19310810,19314884,073047ce-78d5-4aae-b770-779f857d8fd9,60,-
chr17,35168488,35188263,51f4babd-d016-4707-b965-a06a5f4309d6,60,-
chr10,127785613,127806347,cfe14af5-abc6-4108-988f-3d20dab0613a,60,+
chr3,188486570,188491130,5e066b60-3f98-49d5-b5ff-7fdcdf07dab0,60,-
chr14,80630374,80645989,46d883a6-8cca-4478-9969-fd36e09da008,60,-
chr11,62413734,62418947,37c2fea4-4f18-4720-bb5a-153d506bdcc9,60,-
chr12,121895139,121897641,12a38229-daa8-4d99-89e2-1f28f22b1629,60,+
chr8,129494191,129496688,5fa68ff3-474a-4955-833a-0c40df45eed1,60,-
chr14,85804811,85809404,1a23a191-82fb-4764-aef0-aebf306f0f02,60,-
chr1,91807901,91817760,56dfbc46-4eaa-421b-bc1d-1094656865f8,60,+
chr7,153248138,153257585,1172a8d8-994a-4cad-bfab-55539c04e303,60,-
chr6,150809262,150813390,9a80d5ea-8c96-4824-bd42-407b48907f42,60,-
chr3,177615687,177632946,3b07a41b-5f46-41c3-bbb9-a31fc5aac42a,60,-
chr9,126513147,126539993,ce7604b7-3b77-4e94-8045-68da9e1f8edc,60,-
